Datetime,ms,Level(m),Temp(C)
2023-03-10 17:00:00,0,0.067,6.6
2023-03-10 17:05:00,0,0.066,6.6
2023-03-10 17:10:00,0,0.066,6.6
2023-03-10 17:15:00,0,0.066,6.7
2023-03-10 17:20:00,0,0.067,6.7
2023-03-10 17:25:00,0,0.067,6.7
2023-03-10 17:30:00,0,0.067,6.7
2023-03-10 17:35:00,0,0.068,6.7
2023-03-10 17:40:00,0,0.068,6.7
2023-03-10 17:45:00,0,0.069,6.7
2023-03-10 17:50:00,0,0.069,6.7
2023-03-10 17:55:00,0,0.069,6.7
2023-03-10 18:00:00,0,0.07,6.7
2023-03-10 18:05:00,0,0.069,6.7
2023-03-10 18:10:00,0,0.07,6.7
2023-03-10 18:15:00,0,0.069,6.7
2023-03-10 18:20:00,0,0.068,6.7
2023-03-10 18:25:00,0,0.068,6.7
2023-03-10 18:30:00,0,0.068,6.7
2023-03-10 18:35:00,0,0.069,6.7
2023-03-10 18:40:00,0,0.068,6.7
2023-03-10 18:45:00,0,0.068,6.7
2023-03-10 18:50:00,0,0.067,6.7
2023-03-10 18:55:00,0,0.066,6.7
2023-03-10 19:00:00,0,0.066,6.7
2023-03-10 19:05:00,0,0.066,6.7
2023-03-10 19:10:00,0,0.065,6.7
2023-03-10 19:15:00,0,0.065,6.7
2023-03-10 19:20:00,0,0.065,6.7
2023-03-10 19:25:00,0,0.065,6.7
2023-03-10 19:30:00,0,0.064,6.7
2023-03-10 19:35:00,0,0.064,6.7
2023-03-10 19:40:00,0,0.065,6.7
2023-03-10 19:45:00,0,0.065,6.7
2023-03-10 19:50:00,0,0.064,6.7
2023-03-10 19:55:00,0,0.064,6.7
2023-03-10 20:00:00,0,0.063,6.7
2023-03-10 20:05:00,0,0.063,6.7
2023-03-10 20:10:00,0,0.064,6.7
2023-03-10 20:15:00,0,0.062,6.7
2023-03-10 20:20:00,0,0.062,6.7
2023-03-10 20:25:00,0,0.062,6.7
2023-03-10 20:30:00,0,0.062,6.7
2023-03-10 20:35:00,0,0.062,6.7
2023-03-10 20:40:00,0,0.062,6.7
2023-03-10 20:45:00,0,0.061,6.7
2023-03-10 20:50:00,0,0.062,6.7
2023-03-10 20:55:00,0,0.061,6.7
2023-03-10 21:00:00,0,0.06,6.7
2023-03-10 21:05:00,0,0.06,6.7
2023-03-10 21:10:00,0,0.061,6.7
2023-03-10 21:15:00,0,0.061,6.7
2023-03-10 21:20:00,0,0.06,6.7
2023-03-10 21:25:00,0,0.061,6.7
2023-03-10 21:30:00,0,0.059,6.7
2023-03-10 21:35:00,0,0.06,6.7
2023-03-10 21:40:00,0,0.059,6.7
2023-03-10 21:45:00,0,0.059,6.7
2023-03-10 21:50:00,0,0.058,6.7
2023-03-10 21:55:00,0,0.06,6.7
2023-03-10 22:00:00,0,0.059,6.7
2023-03-10 22:05:00,0,0.059,6.7
2023-03-10 22:10:00,0,0.059,6.7
2023-03-10 22:15:00,0,0.058,6.7
2023-03-10 22:20:00,0,0.058,6.7
2023-03-10 22:25:00,0,0.058,6.7
2023-03-10 22:30:00,0,0.058,6.7
2023-03-10 22:35:00,0,0.059,6.7
2023-03-10 22:40:00,0,0.058,6.7
2023-03-10 22:45:00,0,0.058,6.7
2023-03-10 22:50:00,0,0.057,6.7
2023-03-10 22:55:00,0,0.058,6.7
2023-03-10 23:00:00,0,0.057,6.7
2023-03-10 23:05:00,0,0.057,6.7
2023-03-10 23:10:00,0,0.057,6.7
2023-03-10 23:15:00,0,0.057,6.7
2023-03-10 23:20:00,0,0.057,6.7
2023-03-10 23:25:00,0,0.057,6.7
2023-03-10 23:30:00,0,0.056,6.7
2023-03-10 23:35:00,0,0.057,6.7
2023-03-10 23:40:00,0,0.056,6.7
2023-03-10 23:45:00,0,0.056,6.7
2023-03-10 23:50:00,0,0.056,6.7
2023-03-10 23:55:00,0,0.057,6.7
2023-03-11 00:00:00,0,0.056,6.7
2023-03-11 00:05:00,0,0.057,6.7
2023-03-11 00:10:00,0,0.056,6.7
2023-03-11 00:15:00,0,0.056,6.7
2023-03-11 00:20:00,0,0.057,6.7
2023-03-11 00:25:00,0,0.057,6.7
2023-03-11 00:30:00,0,0.056,6.7
2023-03-11 00:35:00,0,0.056,6.7
2023-03-11 00:40:00,0,0.056,6.7
2023-03-11 00:45:00,0,0.056,6.7
2023-03-11 00:50:00,0,0.056,6.7
2023-03-11 00:55:00,0,0.055,6.7
2023-03-11 01:00:00,0,0.055,6.7
2023-03-11 01:05:00,0,0.055,6.7
2023-03-11 01:10:00,0,0.054,6.7
2023-03-11 01:15:00,0,0.054,6.7
2023-03-11 01:20:00,0,0.054,6.7
2023-03-11 01:25:00,0,0.054,6.7
2023-03-11 01:30:00,0,0.053,6.7
2023-03-11 01:35:00,0,0.053,6.7
2023-03-11 01:40:00,0,0.052,6.7
2023-03-11 01:45:00,0,0.051,6.7
2023-03-11 01:50:00,0,0.052,6.7
2023-03-11 01:55:00,0,0.051,6.7
2023-03-11 02:00:00,0,0.05,6.7
2023-03-11 02:05:00,0,0.05,6.7
2023-03-11 02:10:00,0,0.051,6.7
2023-03-11 02:15:00,0,0.051,6.7
2023-03-11 02:20:00,0,0.05,6.7
2023-03-11 02:25:00,0,0.05,6.7
2023-03-11 02:30:00,0,0.051,6.7
2023-03-11 02:35:00,0,0.05,6.7
2023-03-11 02:40:00,0,0.049,6.7
2023-03-11 02:45:00,0,0.05,6.7
2023-03-11 02:50:00,0,0.049,6.7
2023-03-11 02:55:00,0,0.049,6.7
2023-03-11 03:00:00,0,0.049,6.7
2023-03-11 03:05:00,0,0.049,6.7
2023-03-11 03:10:00,0,0.049,6.7
2023-03-11 03:15:00,0,0.049,6.7
2023-03-11 03:20:00,0,0.049,6.7
2023-03-11 03:25:00,0,0.049,6.7
2023-03-11 03:30:00,0,0.048,6.7
2023-03-11 03:35:00,0,0.048,6.7
2023-03-11 03:40:00,0,0.048,6.7
2023-03-11 03:45:00,0,0.047,6.7
2023-03-11 03:50:00,0,0.048,6.7
2023-03-11 03:55:00,0,0.048,6.7
2023-03-11 04:00:00,0,0.048,6.7
2023-03-11 04:05:00,0,0.049,6.7
2023-03-11 04:10:00,0,0.048,6.7
2023-03-11 04:15:00,0,0.048,6.7
2023-03-11 04:20:00,0,0.047,6.7
2023-03-11 04:25:00,0,0.048,6.7
2023-03-11 04:30:00,0,0.047,6.7
2023-03-11 04:35:00,0,0.048,6.7
2023-03-11 04:40:00,0,0.047,6.7
