Datetime,ms,Level(m),Temp(C)
2022-12-09 01:45:24,0,0.083,5.7
2022-12-09 02:00:24,0,0.083,5.7
2022-12-09 02:15:24,0,0.085,5.7
2022-12-09 02:30:24,0,0.083,5.7
2022-12-09 02:45:24,0,0.083,5.7
2022-12-09 03:00:24,0,0.083,5.6
2022-12-09 03:15:24,0,0.082,5.6
2022-12-09 03:30:24,0,0.083,5.6
2022-12-09 03:45:24,0,0.081,5.6
2022-12-09 04:00:24,0,0.08,5.5
2022-12-09 04:15:24,0,0.082,5.5
2022-12-09 04:30:24,0,0.08,5.5
2022-12-09 04:45:24,0,0.08,5.5
2022-12-09 05:00:24,0,0.081,5.5
2022-12-09 05:15:24,0,0.08,5.5
2022-12-09 05:30:24,0,0.08,5.5
2022-12-09 05:45:24,0,0.08,5.5
2022-12-09 06:00:24,0,0.079,5.5
2022-12-09 06:15:24,0,0.08,5.5
2022-12-09 06:30:24,0,0.08,5.5
2022-12-09 06:45:24,0,0.079,5.5
2022-12-09 07:00:24,0,0.079,5.5
2022-12-09 07:15:24,0,0.079,5.5
2022-12-09 07:30:24,0,0.077,5.4
2022-12-09 07:45:24,0,0.078,5.5
2022-12-09 08:00:24,0,0.076,5.4
2022-12-09 08:15:24,0,0.075,5.4
2022-12-09 08:30:24,0,0.077,5.4
2022-12-09 08:45:24,0,0.077,5.4
2022-12-09 09:00:24,0,0.077,5.4
2022-12-09 09:15:24,0,0.079,5.4
2022-12-09 09:30:24,0,0.075,5.3
2022-12-09 09:45:24,0,0.08,5.4
2022-12-09 10:00:24,0,0.078,5.4
2022-12-09 10:15:24,0,0.078,5.4
2022-12-09 10:30:24,0,0.08,5.4
2022-12-09 10:45:24,0,0.079,5.4
2022-12-09 11:00:24,0,0.078,5.3
2022-12-09 11:15:24,0,0.082,5.4
2022-12-09 11:30:24,0,0.079,5.4
2022-12-09 11:45:24,0,0.079,5.5
2022-12-09 12:00:24,0,0.08,5.5
2022-12-09 12:15:24,0,0.08,5.5
2022-12-09 12:30:24,0,0.082,5.5
2022-12-09 12:45:24,0,0.081,5.5
2022-12-09 13:00:24,0,0.083,5.5
2022-12-09 13:15:24,0,0.086,5.5
2022-12-09 13:30:24,0,0.09,5.6
2022-12-09 13:45:24,0,0.092,5.6
2022-12-09 14:00:24,0,0.096,5.7
2022-12-09 14:15:24,0,0.101,5.7
2022-12-09 14:30:24,0,0.104,5.7
2022-12-09 14:45:24,0,0.109,5.7
2022-12-09 15:00:24,0,0.114,5.8
2022-12-09 15:15:24,0,0.119,5.8
2022-12-09 15:30:24,0,0.123,5.7
2022-12-09 15:45:24,0,0.128,5.7
2022-12-09 16:00:24,0,0.133,5.8
