Serial_number:
2141634
Project ID:

Location:


UNIT: m

UNIT: m
Date,Time,ms,,
11/4/2021,09:31:07 am,125,99.519,7.285
11/4/2021,09:31:07 am,250,99.522,6.996
11/4/2021,09:31:07 am,375,99.533,6.662
11/4/2021,09:31:07 am,500,99.517,6.360
11/4/2021,09:31:07 am,625,99.529,6.144
11/4/2021,09:31:07 am,750,99.546,6.082
11/4/2021,09:31:07 am,875,99.541,6.096
11/4/2021,09:31:08 am,0,99.533,6.184
11/4/2021,09:31:08 am,125,99.530,6.194
11/4/2021,09:31:08 am,250,99.514,5.694
11/4/2021,09:31:08 am,375,99.517,5.395
11/4/2021,09:31:08 am,500,99.516,5.091
11/4/2021,09:31:08 am,625,99.526,4.607
11/4/2021,09:31:08 am,750,99.511,4.524
11/4/2021,09:31:08 am,875,99.504,4.593
11/4/2021,09:31:09 am,0,99.511,4.556
11/4/2021,09:31:09 am,125,99.510,4.423
11/4/2021,09:31:09 am,250,99.513,4.690
11/4/2021,09:31:09 am,375,99.511,4.993
11/4/2021,09:31:09 am,500,99.501,5.108
11/4/2021,09:31:09 am,625,99.516,5.232
11/4/2021,09:31:09 am,750,99.539,5.217
11/4/2021,09:31:09 am,875,99.542,5.210
11/4/2021,09:31:10 am,0,99.545,5.178
11/4/2021,09:31:10 am,125,99.558,5.276
11/4/2021,09:31:10 am,250,99.549,5.673
11/4/2021,09:31:10 am,375,99.551,6.055
11/4/2021,09:31:10 am,500,99.569,6.224
11/4/2021,09:31:10 am,625,99.575,6.284
11/4/2021,09:31:10 am,750,99.571,6.348
11/4/2021,09:31:10 am,875,99.614,6.376
11/4/2021,09:31:11 am,0,99.617,6.379
11/4/2021,09:31:11 am,125,99.617,6.456
11/4/2021,09:31:11 am,250,99.616,6.591
11/4/2021,09:31:11 am,375,99.615,6.759
11/4/2021,09:31:11 am,500,99.620,6.966
11/4/2021,09:31:11 am,625,99.624,7.304
11/4/2021,09:31:11 am,750,99.628,7.522
11/4/2021,09:31:11 am,875,99.605,7.750
11/4/2021,09:31:12 am,0,99.593,8.060
11/4/2021,09:31:12 am,125,99.576,8.244
11/4/2021,09:31:12 am,250,99.568,8.594
11/4/2021,09:31:12 am,375,99.568,9.069
11/4/2021,09:31:12 am,500,99.532,9.543
11/4/2021,09:31:12 am,625,99.497,10.238
11/4/2021,09:31:12 am,750,99.479,10.950
11/4/2021,09:31:12 am,875,99.446,11.567
11/4/2021,09:31:13 am,0,99.420,12.483
11/4/2021,09:31:13 am,125,99.396,13.919
11/4/2021,09:31:13 am,250,99.357,15.448
11/4/2021,09:31:13 am,375,99.332,16.720
11/4/2021,09:31:13 am,500,99.299,17.434
11/4/2021,09:31:13 am,625,99.265,16.668
11/4/2021,09:31:13 am,750,99.259,16.831
11/4/2021,09:31:13 am,875,99.221,16.406
11/4/2021,09:31:14 am,0,99.175,16.051
11/4/2021,09:31:14 am,125,99.159,16.057
11/4/2021,09:31:14 am,250,99.149,15.928
11/4/2021,09:31:14 am,375,99.145,15.815
11/4/2021,09:31:14 am,500,99.128,15.741
11/4/2021,09:31:14 am,625,99.119,15.568
11/4/2021,09:31:14 am,750,99.084,15.390
11/4/2021,09:31:14 am,875,99.082,15.195
11/4/2021,09:31:15 am,0,99.086,15.037
11/4/2021,09:31:15 am,125,99.087,15.039
11/4/2021,09:31:15 am,250,99.082,15.092
11/4/2021,09:31:15 am,375,99.080,15.047
11/4/2021,09:31:15 am,500,99.079,14.839
11/4/2021,09:31:15 am,625,99.072,14.621
11/4/2021,09:31:15 am,750,99.037,14.475
11/4/2021,09:31:15 am,875,98.998,14.091
11/4/2021,09:31:16 am,0,98.959,13.534
11/4/2021,09:31:16 am,125,98.926,12.761
11/4/2021,09:31:16 am,250,98.938,12.181
11/4/2021,09:31:16 am,375,99.029,11.536
11/4/2021,09:31:16 am,500,98.963,10.988
11/4/2021,09:31:16 am,625,98.962,10.872
11/4/2021,09:31:16 am,750,98.934,10.762
11/4/2021,09:31:16 am,875,98.921,10.723
11/4/2021,09:31:17 am,0,98.918,10.622
11/4/2021,09:31:17 am,125,98.910,10.759
11/4/2021,09:31:17 am,250,98.887,11.002
11/4/2021,09:31:17 am,375,98.888,10.944
11/4/2021,09:31:17 am,500,98.857,11.034
11/4/2021,09:31:17 am,625,98.854,11.407
11/4/2021,09:31:17 am,750,98.855,11.395
11/4/2021,09:31:17 am,875,98.840,10.993
11/4/2021,09:31:18 am,0,98.798,10.888
11/4/2021,09:31:18 am,125,98.781,10.868
11/4/2021,09:31:18 am,250,98.750,10.636
11/4/2021,09:31:18 am,375,98.752,10.355
11/4/2021,09:31:18 am,500,98.742,9.986
11/4/2021,09:31:18 am,625,98.717,9.864
11/4/2021,09:31:18 am,750,98.683,9.689
11/4/2021,09:31:18 am,875,98.662,9.557
11/4/2021,09:31:19 am,0,98.631,9.473
11/4/2021,09:31:19 am,125,98.596,9.387
11/4/2021,09:31:19 am,250,98.585,9.389
11/4/2021,09:31:19 am,375,98.575,9.296
11/4/2021,09:31:19 am,500,98.586,9.237
11/4/2021,09:31:19 am,625,98.554,9.169
11/4/2021,09:31:19 am,750,98.547,9.021
11/4/2021,09:31:19 am,875,98.531,8.834
11/4/2021,09:31:20 am,0,98.526,8.822
11/4/2021,09:31:20 am,125,98.521,8.814
11/4/2021,09:31:20 am,250,98.496,8.992
11/4/2021,09:31:20 am,375,98.477,9.215
11/4/2021,09:31:20 am,500,98.438,9.425
11/4/2021,09:31:20 am,625,98.438,9.616
11/4/2021,09:31:20 am,750,98.413,9.614
11/4/2021,09:31:20 am,875,98.391,9.693
11/4/2021,09:31:21 am,0,98.344,9.841
11/4/2021,09:31:21 am,125,98.317,9.890
11/4/2021,09:31:21 am,250,98.268,9.656
11/4/2021,09:31:21 am,375,98.256,9.460
11/4/2021,09:31:21 am,500,98.230,9.546
11/4/2021,09:31:21 am,625,98.227,10.075
11/4/2021,09:31:21 am,750,98.214,10.679
11/4/2021,09:31:21 am,875,98.198,10.891
11/4/2021,09:31:22 am,0,98.182,10.653
11/4/2021,09:31:22 am,125,98.150,10.535
11/4/2021,09:31:22 am,250,98.112,10.259
11/4/2021,09:31:22 am,375,98.089,10.142
11/4/2021,09:31:22 am,500,98.066,10.241
11/4/2021,09:31:22 am,625,98.043,10.691
11/4/2021,09:31:22 am,750,98.007,10.769
11/4/2021,09:31:22 am,875,97.988,10.506
11/4/2021,09:31:23 am,0,97.966,10.628
11/4/2021,09:31:23 am,125,97.951,11.045
11/4/2021,09:31:23 am,250,97.925,11.579
11/4/2021,09:31:23 am,375,97.916,12.021
11/4/2021,09:31:23 am,500,97.915,12.214
11/4/2021,09:31:23 am,625,97.872,12.084
11/4/2021,09:31:23 am,750,97.849,11.996
11/4/2021,09:31:23 am,875,97.818,11.725
11/4/2021,09:31:24 am,0,97.821,11.665
11/4/2021,09:31:24 am,125,97.819,11.627
11/4/2021,09:31:24 am,250,97.800,11.697
11/4/2021,09:31:24 am,375,97.817,11.650
11/4/2021,09:31:24 am,500,97.829,11.677
11/4/2021,09:31:24 am,625,97.826,11.828
11/4/2021,09:31:24 am,750,97.830,11.934
11/4/2021,09:31:24 am,875,97.813,12.046
11/4/2021,09:31:25 am,0,97.796,12.245
11/4/2021,09:31:25 am,125,97.791,12.264
11/4/2021,09:31:25 am,250,94.077,12.297
