Datetime,ms,Level(m),Temp(C)
2023-03-11 08:15:00,0,0.166,5.9
2023-03-11 08:15:00,0,0.166,5.9
2023-03-11 08:30:00,0,0.165,5.9
2023-03-11 08:30:00,0,0.165,5.9
2023-03-11 08:45:00,0,0.164,5.9
2023-03-11 08:45:00,0,0.164,5.9
2023-03-11 09:00:00,0,0.166,5.9
2023-03-11 09:00:00,0,0.166,5.9
2023-03-11 09:15:00,0,0.166,6.0
2023-03-11 09:15:00,0,0.166,6.0
2023-03-11 09:30:00,0,0.168,6.0
2023-03-11 09:30:00,0,0.168,6.0
2023-03-11 09:45:00,0,0.167,6.0
2023-03-11 09:45:00,0,0.167,6.0
2023-03-11 10:00:00,0,0.166,6.0
2023-03-11 10:00:00,0,0.166,6.0
2023-03-11 10:15:00,0,0.167,6.0
2023-03-11 10:15:00,0,0.167,6.0
2023-03-11 10:30:00,0,0.168,6.1
2023-03-11 10:30:00,0,0.168,6.1
2023-03-11 10:45:00,0,0.168,6.1
2023-03-11 10:45:00,0,0.168,6.1
2023-03-11 11:00:00,0,0.166,6.1
2023-03-11 11:00:00,0,0.166,6.1
2023-03-11 11:15:00,0,0.167,6.1
2023-03-11 11:15:00,0,0.167,6.1
2023-03-11 11:30:00,0,0.168,6.2
2023-03-11 11:30:00,0,0.168,6.2
2023-03-11 11:45:00,0,0.169,6.2
2023-03-11 11:45:00,0,0.169,6.2
2023-03-11 12:00:00,0,0.169,6.2
2023-03-11 12:00:00,0,0.169,6.2
2023-03-11 12:15:00,0,0.169,6.3
2023-03-11 12:15:00,0,0.169,6.3
2023-03-11 12:30:00,0,0.17,6.3
2023-03-11 12:30:00,0,0.17,6.3
2023-03-11 12:45:00,0,0.171,6.3
2023-03-11 12:45:00,0,0.171,6.3
2023-03-11 13:00:00,0,0.171,6.3
2023-03-11 13:00:00,0,0.171,6.3
2023-03-11 13:15:00,0,0.169,6.3
2023-03-11 13:15:00,0,0.169,6.3
2023-03-11 13:30:00,0,0.173,6.4
2023-03-11 13:30:00,0,0.173,6.4
2023-03-11 13:45:00,0,0.173,6.4
2023-03-11 13:45:00,0,0.173,6.4
2023-03-11 14:00:00,0,0.172,6.4
2023-03-11 14:00:00,0,0.172,6.4
2023-03-11 14:15:00,0,0.171,6.4
2023-03-11 14:15:00,0,0.171,6.4
2023-03-11 14:30:00,0,0.174,6.5
2023-03-11 14:30:00,0,0.174,6.5
2023-03-11 14:45:00,0,0.173,6.5
2023-03-11 14:45:00,0,0.173,6.5
2023-03-11 15:00:00,0,0.175,6.5
2023-03-11 15:00:00,0,0.175,6.5
2023-03-11 15:15:00,0,0.175,6.5
2023-03-11 15:15:00,0,0.175,6.5
2023-03-11 15:30:00,0,0.176,6.5
2023-03-11 15:30:00,0,0.176,6.5
2023-03-11 15:45:00,0,0.175,6.6
2023-03-11 15:45:00,0,0.175,6.6
2023-03-11 16:00:00,0,0.175,6.6
2023-03-11 16:00:00,0,0.175,6.6
2023-03-11 16:15:00,0,0.176,6.6
2023-03-11 16:15:00,0,0.176,6.6
2023-03-11 16:30:00,0,0.178,6.6
2023-03-11 16:30:00,0,0.178,6.6
2023-03-11 16:45:00,0,0.176,6.6
2023-03-11 16:45:00,0,0.176,6.6
2023-03-11 17:00:00,0,0.18,6.7
2023-03-11 17:00:00,0,0.18,6.7
2023-03-11 17:15:00,0,0.179,6.7
2023-03-11 17:15:00,0,0.179,6.7
2023-03-11 17:30:00,0,0.179,6.7
2023-03-11 17:30:00,0,0.179,6.7
2023-03-11 17:45:00,0,0.178,6.7
2023-03-11 17:45:00,0,0.178,6.7
2023-03-11 18:00:00,0,0.177,6.7
2023-03-11 18:00:00,0,0.177,6.7
2023-03-11 18:15:00,0,0.178,6.7
2023-03-11 18:15:00,0,0.178,6.7
2023-03-11 18:30:00,0,0.178,6.7
2023-03-11 18:30:00,0,0.178,6.7
2023-03-11 18:45:00,0,0.176,6.7
2023-03-11 18:45:00,0,0.176,6.7
2023-03-11 19:00:00,0,0.177,6.7
2023-03-11 19:00:00,0,0.177,6.7
2023-03-11 19:15:00,0,0.177,6.7
2023-03-11 19:15:00,0,0.177,6.7
2023-03-11 19:30:00,0,0.175,6.7
2023-03-11 19:30:00,0,0.175,6.7
2023-03-11 19:45:00,0,0.175,6.7
2023-03-11 19:45:00,0,0.175,6.7
2023-03-11 20:00:00,0,0.174,6.7
